"","Time","Sl_No.","UPI_Beneficiary_Bank","Total_Volume","Approved_Amt","BD_Amt","TD_Amt","DeemedApproved_Amt"
"1411","""Dec 23""",11,"Canara Bank",268.75,266.22375,1.800625,0.725625,0.3225
"1412","""Dec 23""",12,"Kotak Mahindra Bank",233.06,231.381968,1.072076,0.605956,0.512732
"1413","""Dec 23""",13,"Indian Bank",182.11,180.161423,1.220137,0.72844,0.072844
"1414","""Dec 23""",14,"Bank Of India",179.9,179.14442,0.43176,0.30583,0.14392
"1415","""Dec 23""",15,"Airtel Payments Bank",174.41,170.276483,0.749963,3.383554,1.029019
"1416","""Dec 23""",16,"Indusind Bank",135.25,133.992175,0.45985,0.797975,0.67625
"1417","""Dec 23""",17,"India Post Payment Bank",108.03,104.529828,0.399711,3.100461,0.270075
"1418","""Dec 23""",18,"Central Bank Of India",85.35,84.24045,0.435285,0.6828,0.384075
"1419","""Dec 23""",19,"Indian Overseas Bank",75.21,74.036724,0.240672,0.925083,0.37605
"1420","""Dec 23""",20,"Uco Bank",73.18,72.331112,0.497624,0.351264,0.080498
"1421","""Dec 23""",21,"Idbi Bank Limited",62.13,61.496274,0.267159,0.366567,0.093195
"1422","""Dec 23""",22,"Rbl Bank",55.75,50.972225,0.16725,4.610525,0.228575
"1423","""Dec 23""",23,"Bank Of Maharashtra",52.68,52.068912,0.147504,0.463584,0.07902
"1424","""Dec 23""",24,"Fino Payments Bank",50.18,49.010806,0.667394,0.5018,0.02509
"1425","""Dec 23""",25,"Idfc First Bank",47.49,46.744407,0.726597,0.018996,0.014247
"1426","""Dec 23""",26,"Karnataka Bank",42.03,41.227227,0.226962,0.575811,0.096669
"1427","""Dec 23""",27,"South Indian Bank",31.89,31.736928,0.130749,0.022323,0.003189
"1428","""Dec 23""",28,"Karur Vysya Bank",31.85,31.235295,0.50323,0.111475,0.01274
"1429","""Dec 23""",29,"Bandhan Bank",28.2,27.79674,0.12126,0.282,0
"1430","""Dec 23""",30,"Au Small Finance Bank",24.92,24.144988,0.593096,0.181916,0.089712
"1431","""Dec 23""",31,"Tamilnad Mercantile Bank",19.9,19.77065,0.03781,0.09353,0.00597
"1432","""Dec 23""",32,"Ujjivan Small Finance Bank",19.06,18.79316,0.156292,0.112454,0.049556
"1433","""Dec 23""",33,"City Union Bank",18.56,18.292736,0.209728,0.057536,0.00928
"1434","""Dec 23""",34,"Jammu And Kashmir Bank",17.46,16.974612,0.064602,0.420786,0.181584
"1435","""Dec 23""",35,"Tri O Tech Solutions Private Limited",16.54,15.7957,0.742646,0.001654,0
"1436","""Dec 23""",36,"Kerala Gramin Bank",14.38,14.325356,0.03595,0.017256,0.02157
"1437","""Dec 23""",37,"Punjab And Sind Bank",14.18,13.787214,0.06381,0.328976,0.13471
"1438","""Dec 23""",38,"Equitas Small Finance Bank",12.95,12.681935,0.247345,0.019425,0.001295
"1439","""Dec 23""",39,"Pragathi Krishna Gramin Bank",12.34,12.268428,0.051828,0.020978,0.02468
"1440","""Dec 23""",40,"Andhra Pradesh Grameena Vikas Bank",11.92,11.766232,0.115624,0.038144,0.008344
"1441","""Dec 23""",41,"Baroda Up Gramin Bank",10.8,7.75008,0.07236,2.97,1.1772
"1442","""Dec 23""",42,"Maharashtra Gramin Bank",10.4,10.05992,0.02912,0.31096,0.01768
"1443","""Dec 23""",43,"Dbs Bank India Limited",10.08,9.931824,0.145152,0.003024,0.003024
"1444","""Dec 23""",44,"Esaf Small Finance Bank Ltd.",10.01,9.971962,0.013013,0.024024,0.011011
"1445","""Dec 23""",45,"Rajasthan Marudhara Gramin Bank",9.36,9.258912,0.0468,0.054288,0.00936
"1446","""Dec 23""",46,"One Mobikwik Systems Limited",8.95,8.918675,0,0.031325,0.000895
"1447","""Dec 23""",47,"Andhra Pragathi Grameena Bank",7.8,7.4685,0.07956,0.25116,0.01404
"1448","""Dec 23""",48,"Saraswat Bank",7.54,7.48345,0.014326,0.042224,0.013572
"1449","""Dec 23""",49,"Citibank",7.31,7.296842,0,0.013158,0.016082
"1450","""Dec 23""",50,"Fincare Small Finance Bank Ltd",7.26,6.96234,0.139392,0.157542,0.000726
"1451","""Jan 24""",1,"Paytm Payments Bank",2851.38,2848.52862,1.995966,0.855414,0
"1452","""Jan 24""",2,"Yes Bank Ltd",2105.87,2104.185304,0.842348,0.842348,0.210587
"1453","""Jan 24""",3,"State Bank Of India",1306.23,1301.527572,2.351214,2.351214,0.522492
"1454","""Jan 24""",4,"Axis Bank Ltd",1008.43,1006.009768,1.815174,0.605058,1.00843
"1455","""Jan 24""",5,"Icici Bank",647.71,643.953282,3.497634,0.259084,0.129542
"1456","""Jan 24""",6,"Hdfc Bank Ltd",549.54,539.64828,9.671904,0.219816,0.054954
"1457","""Jan 24""",7,"Bank Of Baroda",336.93,336.25614,0.572781,0.101079,0.134772
"1458","""Jan 24""",8,"Union Bank Of India",324.67,321.4233,0.551939,2.727228,1.201279
"1459","""Jan 24""",9,"Federal Bank",301.12,299.704736,1.023808,0.391456,0.030112
"1460","""Jan 24""",10,"Punjab National Bank",271.75,270.364075,1.03265,0.353275,0.625025
"1461","""Jan 24""",11,"Canara Bank",268.36,264.146748,3.48868,0.751408,0.456212
"1462","""Jan 24""",12,"Kotak Mahindra Bank",236.42,233.133762,1.111174,2.175064,0.922038
"1463","""Jan 24""",13,"Indian Bank",192.09,190.092264,1.479093,0.518643,0.19209
"1464","""Jan 24""",14,"Airtel Payments Bank",184.67,182.878701,0.720213,1.071086,0.609411
"1465","""Jan 24""",15,"Bank Of India",179.8,179.15272,0.4495,0.19778,0.07192
"1466","""Jan 24""",16,"Indusind Bank",129,127.4907,0.6966,0.7998,0.129
"1467","""Jan 24""",17,"India Post Payment Bank",113.35,111.275695,0.43073,1.643575,0.18136
"1468","""Jan 24""",18,"Central Bank Of India",85.35,82.388355,0.42675,2.534895,1.032735
"1469","""Jan 24""",19,"Indian Overseas Bank",76.93,76.052998,0.300027,0.576975,0.215404
"1470","""Jan 24""",20,"Uco Bank",73.44,70.597872,0.462672,2.379456,0.47736
"1471","""Jan 24""",21,"Rbl Bank",62.06,57.275174,0.223416,4.56141,0.161356
"1472","""Jan 24""",22,"Idbi Bank Limited",62.06,60.713298,0.266858,1.079844,0.24824
"1473","""Jan 24""",23,"Bank Of Maharashtra",53.88,53.298096,0.129312,0.452592,0.075432
"1474","""Jan 24""",24,"Fino Payments Bank",45.27,44.133723,0.851076,0.280674,0.031689
"1475","""Jan 24""",25,"Karnataka Bank",41.79,41.230014,0.338499,0.225666,0.033432
"1476","""Jan 24""",26,"Idfc First Bank",38.32,37.469296,0.781728,0.068976,0.015328
"1477","""Jan 24""",27,"Karur Vysya Bank",31.32,30.825144,0.413424,0.0783,0.012528
"1478","""Jan 24""",28,"South Indian Bank",31.07,30.022941,1.003561,0.046605,0.006214
"1479","""Jan 24""",29,"Bandhan Bank",28.56,27.106296,0.068544,1.38516,0.131376
"1480","""Jan 24""",30,"Au Small Finance Bank",26.21,25.300513,0.849204,0.060283,0.010484
"1481","""Jan 24""",31,"Tamilnad Mercantile Bank",20.54,20.45784,0.032864,0.049296,0.004108
"1482","""Jan 24""",32,"Ujjivan Small Finance Bank",19.4,19.02364,0.1649,0.21146,0.07954
"1483","""Jan 24""",33,"City Union Bank",18.79,18.241332,0.501693,0.046975,0.005637
"1484","""Jan 24""",34,"Jammu And Kashmir Bank",18.46,18.286476,0.11076,0.06461,0.025844
"1485","""Jan 24""",35,"Tri O Tech Solutions Private Limited",17.98,17.131344,0.740776,0.10788,0.046748
"1486","""Jan 24""",36,"Kerala Gramin Bank",14.38,12.842778,0.034512,1.49552,0.126544
"1487","""Jan 24""",37,"Punjab And Sind Bank",13.75,13.49425,0.1705,0.08525,0.08525
"1488","""Jan 24""",38,"Pragathi Krishna Gramin Bank",13.28,11.192384,0.042496,2.04512,0.062416
"1489","""Jan 24""",39,"Equitas Small Finance Bank",12.96,12.678768,0.263088,0.016848,0.001296
"1490","""Jan 24""",40,"Andhra Pradesh Grameena Vikas Bank",12.56,12.193248,0.158256,0.208496,0.035168
"1491","""Jan 24""",41,"One Mobikwik Systems Limited",11.31,11.308869,0,0.001131,0
"1492","""Jan 24""",42,"Maharashtra Gramin Bank",10.74,10.322214,0.030072,0.388788,0.035442
"1493","""Jan 24""",43,"Esaf Small Finance Bank Ltd.",10.37,9.868092,0.013481,0.488427,0.060146
"1494","""Jan 24""",44,"Dbs Bank India Limited",10.3,10.13314,0.16068,0.00618,0.00618
"1495","""Jan 24""",45,"Baroda Up Gramin Bank",10.21,7.296066,0.062281,2.84859,0.892354
"1496","""Jan 24""",46,"Citibank",10.02,10.006974,0,0.013026,0.02004
"1497","""Jan 24""",47,"Rajasthan Marudhara Gramin Bank",9.82,9.762062,0.02946,0.028478,0.00982
"1498","""Jan 24""",48,"Jio Payments Bank",9.12,9.058896,0.028272,0.032832,0.028272
"1499","""Jan 24""",49,"Fincare Small Finance Bank Ltd",7.98,7.637658,0.216258,0.125286,0.003192
"1500","""Jan 24""",50,"Andhra Pragathi Grameena Bank",7.85,7.69614,0.036895,0.116965,0.01727
