"","Time","Sl_No.","UPI_Beneficiary_Bank","Total_Volume","Approved_Amt","BD_Amt","TD_Amt","DeemedApproved_Amt"
"566","""July 22""",16,"Indusind Bank",64.82,64.210692,0.362992,0.168532,0.077784
"567","""July 22""",17,"Central Bank Of India",58.88,53.622016,0.565248,3.644672,1.048064
"568","""July 22""",18,"Idbi Bank Limited",47.4,46.91178,0.24648,0.20856,0.02844
"569","""July 22""",19,"Indian Overseas Bank",45.41,44.964982,0.131689,0.195263,0.122607
"570","""July 22""",20,"Uco Bank",39.36,38.643648,0.27552,0.342432,0.0984
"571","""July 22""",21,"India Post Payment Bank",39.12,38.052024,0.203424,0.755016,0.109536
"572","""July 22""",22,"Bank Of Maharashtra",37.57,36.927553,0.090168,0.383214,0.169065
"573","""July 22""",23,"Idfc First Bank",30.46,29.275106,0.597016,0.50259,0.085288
"574","""July 22""",24,"Karnataka Bank",29.07,26.33742,0.244188,1.924434,0.566865
"575","""July 22""",25,"Karur Vysya Bank",24.19,23.873111,0.106436,0.195939,0.014514
"576","""July 22""",26,"South Indian Bank",18.5,18.2521,0.1073,0.1332,0.00925
"577","""July 22""",27,"Bandhan Bank",18.16,17.627912,0.085352,0.419496,0.025424
"578","""July 22""",28,"Fino Payments Bank",15.3,14.51817,0.35955,0.34884,0.07344
"579","""July 22""",29,"Au Small Finance Bank",14,13.7004,0.2618,0.0196,0.0182
"580","""July 22""",30,"Citibank",13.54,13.461468,0.058222,0.009478,0.010832
"581","""July 22""",31,"City Union Bank",11.88,11.688732,0.090288,0.0891,0.01188
"582","""July 22""",32,"Tamilnad Mercantile Bank",10.64,10.348464,0.035112,0.226632,0.029792
"583","""July 22""",33,"Equitas Small Finance Bank",10.33,9.955021,0.21693,0.139455,0.017561
"584","""July 22""",34,"Ujjivan Small Finance Bank",9.71,9.327426,0.030101,0.321401,0.031072
"585","""July 22""",35,"Pragathi Krishna Gramin Bank",8.73,8.540559,0.028809,0.107379,0.053253
"586","""July 22""",36,"Punjab And Sind Bank",8.19,8.156421,0.020475,0.009828,0.002457
"587","""July 22""",37,"Andhra Pradesh Grameena Vikas Bank",7.2,6.17112,0.53496,0.30168,0.19224
"588","""July 22""",38,"Dbs Bank India Limited",6.85,6.68971,0.14522,0.01233,0.00274
"589","""July 22""",39,"Maharashtra Gramin Bank",6.74,5.25383,0.72118,0.63019,0.132104
"590","""July 22""",40,"Jammu And Kashmir Bank",6.67,6.521259,0.052693,0.091379,0.004002
"591","""July 22""",41,"Kerala Gramin Bank",6.41,6.305517,0.035255,0.041665,0.027563
"592","""July 22""",42,"Saraswat Bank",5.8,5.7652,0.0116,0.02146,0.00174
"593","""July 22""",43,"Esaf Small Finance Bank Ltd.",5.62,5.536824,0.011802,0.057324,0.01405
"594","""July 22""",44,"Rajasthan Marudhara Gramin Bank",5.53,4.593218,0.476686,0.351155,0.108941
"595","""July 22""",45,"Rbl Bank",5.39,5.247704,0.08085,0.054439,0.007007
"596","""July 22""",46,"Andhra Pragathi Grameena Bank",5.07,4.881396,0.033462,0.100386,0.055263
"597","""July 22""",47,"Sarva Haryana Gramin Bank",4.85,4.00998,0.0291,0.78085,0.027645
"598","""July 22""",48,"Baroda Up Gramin Bank",4.47,4.157547,0.128289,0.153768,0.030396
"599","""July 22""",49,"Baroda Rajasthan Kshetriya Gramin Bank",4.01,3.709651,0.083809,0.194084,0.022456
"600","""July 22""",50,"Hsbc Bank",3.79,3.706241,0.072389,0.007959,0.003411
"601","""Aug 22""",1,"Paytm Payments Bank",1504.63,1501.470277,3.159723,0,0
"602","""Aug 22""",2,"Yes Bank Ltd",947.28,946.711632,0.284184,0.094728,0.094728
"603","""Aug 22""",3,"State Bank Of India",818.72,810.450928,2.210544,5.976656,1.964928
"604","""Aug 22""",4,"Axis Bank Ltd",489.54,481.168866,5.580756,2.790378,1.517574
"605","""Aug 22""",5,"Icici Bank",456.96,454.766592,1.690752,0.502656,1.188096
"606","""Aug 22""",6,"Hdfc Bank Ltd",339.5,335.39205,2.20675,1.93515,0.5432
"607","""Aug 22""",7,"Bank Of Baroda",221.98,221.158674,0.710336,0.11099,0.133188
"608","""Aug 22""",8,"Union Bank Of India",212.56,210.349376,0.616424,1.572944,0.276328
"609","""Aug 22""",9,"Canara Bank",160.51,159.001206,0.722295,0.786499,0.304969
"610","""Aug 22""",10,"Punjab National Bank",155.25,152.79705,0.729675,1.723275,0.450225
"611","""Aug 22""",11,"Federal Bank",152.1,151.53723,0.38025,0.16731,0.01521
"612","""Aug 22""",12,"Kotak Mahindra Bank",138.54,136.642002,0.803532,1.094466,0.748116
"613","""Aug 22""",13,"Bank Of India",124.89,124.103193,0.337203,0.449604,0.099912
"614","""Aug 22""",14,"Airtel Payments Bank",89.48,88.200436,0.35792,0.921644,0.384764
"615","""Aug 22""",15,"Indian Bank",86.3,85.57508,0.18123,0.54369,0.29342
"616","""Aug 22""",16,"Indusind Bank",68.81,68.390259,0.330288,0.089453,0.061929
"617","""Aug 22""",17,"Central Bank Of India",57.79,54.906279,0.496994,2.386727,0.687701
"618","""Aug 22""",18,"Idbi Bank Limited",47.98,47.52419,0.244698,0.206314,0.07197
"619","""Aug 22""",19,"Indian Overseas Bank",46.79,46.588803,0.126333,0.074864,0.088901
"620","""Aug 22""",20,"India Post Payment Bank",45.06,44.325522,0.283878,0.4506,0.063084
"621","""Aug 22""",21,"Uco Bank",41.37,40.674984,0.306138,0.388878,0.062055
"622","""Aug 22""",22,"Bank Of Maharashtra",38.12,37.342352,0.106736,0.674724,0.167728
"623","""Aug 22""",23,"Idfc First Bank",33.5,32.01595,0.938,0.5494,0.07035
"624","""Aug 22""",24,"Karnataka Bank",29.14,27.808302,0.171926,1.159772,0.39339
"625","""Aug 22""",25,"Karur Vysya Bank",24.55,24.213665,0.076105,0.257775,0.03928
"626","""Aug 22""",26,"South Indian Bank",19.29,19.143396,0.104166,0.042438,0.003858
"627","""Aug 22""",27,"Bandhan Bank",19.07,17.969661,0.082001,1.018338,0.066745
"628","""Aug 22""",28,"Fino Payments Bank",17.03,15.931565,0.429156,0.669279,0.151567
"629","""Aug 22""",29,"Au Small Finance Bank",15.1,14.76327,0.20083,0.1359,0.08456
"630","""Aug 22""",30,"Citibank",2.46,2.384232,0.048708,0.02706,0.005166
"631","""Aug 22""",31,"City Union Bank",12.26,12.093264,0.083368,0.083368,0.013486
"632","""Aug 22""",32,"Tamilnad Mercantile Bank",11.07,10.69362,0.063099,0.313281,0.032103
"633","""Aug 22""",33,"Equitas Small Finance Bank",10.53,10.072998,0.216918,0.240084,0.030537
"634","""Aug 22""",34,"Ujjivan Small Finance Bank",10.29,10.028634,0.03087,0.230496,0.027783
"635","""Aug 22""",35,"Pragathi Krishna Gramin Bank",8.71,8.562801,0.033969,0.11323,0.054873
"636","""Aug 22""",36,"Punjab And Sind Bank",8.67,8.575497,0.020808,0.072828,0.015606
"637","""Aug 22""",37,"Andhra Pradesh Grameena Vikas Bank",7.38,6.681852,0.33948,0.359406,0.194832
"638","""Aug 22""",38,"Jammu And Kashmir Bank",7.09,6.783003,0.051757,0.25524,0.012053
"639","""Aug 22""",39,"Maharashtra Gramin Bank",6.93,6.358968,0.105336,0.465696,0.108108
"640","""Aug 22""",40,"Kerala Gramin Bank",6.83,6.747357,0.043029,0.039614,0.021173
"641","""Aug 22""",41,"Dbs Bank India Limited",6.76,6.6248,0.12844,0.00676,0.002704
"642","""Aug 22""",42,"Esaf Small Finance Bank Ltd.",5.98,5.891496,0.01196,0.076544,0.012558
"643","""Aug 22""",43,"Saraswat Bank",5.88,5.842956,0.01176,0.025284,0.001764
"644","""Aug 22""",44,"Rajasthan Marudhara Gramin Bank",5.76,5.517504,0.039744,0.202752,0.046656
"645","""Aug 22""",45,"Rbl Bank",5.52,5.375376,0.080592,0.064032,0.008832
"646","""Aug 22""",46,"Andhra Pragathi Grameena Bank",5.2,5.0336,0.00832,0.15756,0.06396
"647","""Aug 22""",47,"Baroda Up Gramin Bank",5.19,4.459248,0.118332,0.61242,0.141168
"648","""Aug 22""",48,"Sarva Haryana Gramin Bank",4.99,4.309364,0.024451,0.65369,0.005988
"649","""Aug 22""",49,"Baroda Rajasthan Kshetriya Gramin Bank",4.5,3.969,0.08325,0.44775,0.0846
"650","""Aug 22""",50,"Karnataka Vikas Grameena Bank",3.74,3.66894,0.007854,0.063206,0.03179
"651","""Sept 22""",1,"Paytm Payments Bank",1536.46,1532.311558,3.994796,0.153646,0
"652","""Sept 22""",2,"Yes Bank Ltd",1067.95,1067.09564,0.64077,0.106795,0.320385
"653","""Sept 22""",3,"State Bank Of India",841.59,823.664133,2.188134,15.737733,0.925749
"654","""Sept 22""",4,"Axis Bank Ltd",504.89,503.678264,0.959291,0.252445,0.151467
"655","""Sept 22""",5,"Icici Bank",455.34,452.243688,1.82136,1.274952,0.68301
"656","""Sept 22""",6,"Hdfc Bank Ltd",350.77,347.192146,3.402469,0.175385,0.175385
"657","""Sept 22""",7,"Bank Of Baroda",225.52,224.685576,0.67656,0.157864,0.293176
"658","""Sept 22""",8,"Union Bank Of India",213.97,211.423757,0.620513,1.904333,0.470734
"659","""Sept 22""",9,"Canara Bank",162.67,159.595537,0.666947,2.407516,0.634413
"660","""Sept 22""",10,"Punjab National Bank",158.47,154.730108,1.045902,2.69399,0.554645
"661","""Sept 22""",11,"Federal Bank",154.93,154.15535,0.402818,0.371832,0.092958
"662","""Sept 22""",12,"Kotak Mahindra Bank",141.75,140.36085,0.8505,0.53865,0.4536
"663","""Sept 22""",13,"Bank Of India",126.11,124.924566,0.365719,0.819715,0.176554
"664","""Sept 22""",14,"Airtel Payments Bank",89.35,86.982225,0.527165,1.84061,0.652255
"665","""Sept 22""",15,"Indian Bank",88.2,86.55948,0.2646,1.37592,0.37926
"666","""Sept 22""",16,"Central Bank Of India",58.34,56.467286,0.402546,1.464334,0.530894
"667","""Sept 22""",17,"Indusind Bank",57.36,56.52828,0.625224,0.206496,0.120456
"668","""Sept 22""",18,"Idbi Bank Limited",48.17,47.442633,0.221582,0.505785,0.101157
"669","""Sept 22""",19,"Indian Overseas Bank",47.38,47.109934,0.127926,0.14214,0.113712
"670","""Sept 22""",20,"India Post Payment Bank",47.08,45.17326,0.513172,1.393568,0.108284
"671","""Sept 22""",21,"Uco Bank",42.56,41.415136,0.3192,0.825664,0.238336
"672","""Sept 22""",22,"Bank Of Maharashtra",37.56,36.294228,0.097656,1.168116,0.326772
"673","""Sept 22""",23,"Idfc First Bank",34.23,31.679865,0.910518,1.639617,0.243033
"674","""Sept 22""",24,"Karnataka Bank",29.06,27.656402,0.17436,1.226332,0.287694
"675","""Sept 22""",25,"Karur Vysya Bank",24.14,23.966192,0.079662,0.091732,0.02414
"676","""Sept 22""",26,"South Indian Bank",19.51,19.383185,0.113158,0.013657,0.005853
"677","""Sept 22""",27,"Bandhan Bank",18.89,18.051284,0.081227,0.757489,0.058559
"678","""Sept 22""",28,"Fino Payments Bank",17.75,16.434725,0.434875,0.8804,0.204125
"679","""Sept 22""",29,"Au Small Finance Bank",15.13,14.639788,0.24208,0.248132,0.087754
"680","""Sept 22""",30,"Citibank",10.48,10.471616,0,0.008384,0.025152
"681","""Sept 22""",31,"City Union Bank",12.28,12.094572,0.10438,0.081048,0.008596
"682","""Sept 22""",32,"Tamilnad Mercantile Bank",11,10.9637,0.0286,0.0077,0.0033
"683","""Sept 22""",33,"Equitas Small Finance Bank",10.75,9.96525,0.1892,0.596625,0.065575
"684","""Sept 22""",34,"Ujjivan Small Finance Bank",10.74,10.021494,0.031146,0.68736,0.0537
"685","""Sept 22""",35,"Punjab And Sind Bank",8.91,8.81199,0.021384,0.076626,0.019602
"686","""Sept 22""",36,"Pragathi Krishna Gramin Bank",8.58,8.441004,0.03432,0.104676,0.048906
"687","""Sept 22""",37,"Jammu And Kashmir Bank",7.44,7.212336,0.052824,0.17484,0.010416
"688","""Sept 22""",38,"Andhra Pradesh Grameena Vikas Bank",7.32,6.36474,0.33672,0.61854,0.214476
"689","""Sept 22""",39,"Maharashtra Gramin Bank",7.26,6.021444,0.125598,1.11078,0.22869
"690","""Sept 22""",40,"Kerala Gramin Bank",7.01,6.899943,0.04907,0.060987,0.035751
"691","""Sept 22""",41,"Dbs Bank India Limited",6.66,6.458202,0.11322,0.088578,0.005994
"692","""Sept 22""",42,"Rajasthan Marudhara Gramin Bank",6.04,5.65646,0.025972,0.357568,0.116572
"693","""Sept 22""",43,"Esaf Small Finance Bank Ltd.",5.92,5.865536,0.012432,0.042032,0.004144
"694","""Sept 22""",44,"Rbl Bank",5.7,5.53641,0.10431,0.05928,0.00969
"695","""Sept 22""",45,"Saraswat Bank",5.67,5.643351,0.01134,0.015309,0.001134
"696","""Sept 22""",46,"Baroda Up Gramin Bank",5.46,4.51269,0.121212,0.82446,0.039312
"697","""Sept 22""",47,"Andhra Pragathi Grameena Bank",5.25,4.922925,0.0105,0.316575,0.126
"698","""Sept 22""",48,"Sarva Haryana Gramin Bank",4.9,4.12433,0.02303,0.7497,0.01862
"699","""Sept 22""",49,"Baroda Rajasthan Kshetriya Gramin Bank",4.31,4.098379,0.088355,0.123266,0.013792
"700","""Sept 22""",50,"Karnataka Vikas Grameena Bank",3.83,3.582199,0.026044,0.173499,0.048258
"701","""Oct 22""",1,"Paytm Payments Bank",1614.03,1608.703701,5.326299,0.161403,0
"702","""Oct 22""",2,"Yes Bank Ltd",1219.77,1217.208483,0.365931,1.585701,0.609885
"703","""Oct 22""",3,"State Bank Of India",889.56,879.77484,2.045988,7.205436,0.44478
"704","""Oct 22""",4,"Axis Bank Ltd",542.37,541.773393,0.488133,0.054237,0.054237
"705","""Oct 22""",5,"Icici Bank",492.94,489.588008,1.675996,1.281644,0.394352
"706","""Oct 22""",6,"Hdfc Bank Ltd",373.7,370.7104,2.46642,0.3737,0.14948
"707","""Oct 22""",7,"Bank Of Baroda",240.33,238.863987,0.624858,0.672924,0.168231
"708","""Oct 22""",8,"Union Bank Of India",227.13,224.222736,0.635964,1.862466,0.408834
"709","""Oct 22""",9,"Canara Bank",172.3,171.40404,0.6892,0.10338,0.08615
"710","""Oct 22""",10,"Punjab National Bank",167.71,165.311747,0.955947,0.872092,0.570214
"711","""Oct 22""",11,"Federal Bank",165.64,164.994004,0.49692,0.132512,0.016564
"712","""Oct 22""",12,"Kotak Mahindra Bank",154.56,153.416256,0.958272,0.108192,0.07728
"713","""Oct 22""",13,"Bank Of India",134.01,132.442083,0.348426,1.018476,0.201015
"714","""Oct 22""",14,"Indian Bank",92.72,91.412648,0.343064,0.732488,0.2318
"715","""Oct 22""",15,"Airtel Payments Bank",83.12,78.806072,0.390664,2.95076,0.972504
"716","""Oct 22""",16,"Indusind Bank",63.42,62.842878,0.28539,0.183918,0.107814
"717","""Oct 22""",17,"Central Bank Of India",62.34,59.734188,0.386508,1.633308,0.585996
"718","""Oct 22""",18,"India Post Payment Bank",54.32,52.380776,0.532336,1.287384,0.119504
"719","""Oct 22""",19,"Idbi Bank Limited",50.52,49.923864,0.217236,0.247548,0.131352
"720","""Oct 22""",20,"Indian Overseas Bank",49.89,49.411056,0.139692,0.209538,0.129714
"721","""Oct 22""",21,"Uco Bank",44.71,43.762148,0.31297,0.469455,0.165427
"722","""Oct 22""",22,"Bank Of Maharashtra",39.9,39.24564,0.11571,0.46683,0.07182
"723","""Oct 22""",23,"Idfc First Bank",36.93,34.466769,0.384072,1.850193,0.228966
"724","""Oct 22""",24,"Karnataka Bank",30.03,28.333305,0.21021,1.243242,0.246246
"725","""Oct 22""",25,"Karur Vysya Bank",25.04,24.842184,0.15024,0.03756,0.010016
"726","""Oct 22""",26,"South Indian Bank",20.8,20.644,0.1352,0.01872,0.00208
"727","""Oct 22""",27,"Bandhan Bank",19.75,19.116025,0.077025,0.54115,0.0158
"728","""Oct 22""",28,"Fino Payments Bank",19.5,18.72585,0.44655,0.2535,0.0741
"729","""Oct 22""",29,"Au Small Finance Bank",16.05,15.70653,0.27285,0.040125,0.030495
"730","""Oct 22""",30,"Citibank",2.54,2.473452,0.050038,0.010668,0.005842
"731","""Oct 22""",31,"City Union Bank",12.82,12.62129,0.114098,0.073074,0.011538
"732","""Oct 22""",32,"Tamilnad Mercantile Bank",11.7,11.62863,0.03159,0.0351,0.00468
"733","""Oct 22""",33,"Ujjivan Small Finance Bank",11.2,10.58624,0.03136,0.54992,0.03248
"734","""Oct 22""",34,"Equitas Small Finance Bank",10.73,10.160237,0.183483,0.314389,0.071891
"735","""Oct 22""",35,"Pragathi Krishna Gramin Bank",8.76,8.665392,0.040296,0.029784,0.024528
"736","""Oct 22""",36,"Punjab And Sind Bank",8.71,8.068944,0.020033,0.499083,0.12194
"737","""Oct 22""",37,"Yes Bank - Amazon Pay",7.97,7.97,0,0,0
"738","""Oct 22""",38,"Jammu And Kashmir Bank",8.13,7.834068,0.050406,0.234957,0.010569
"739","""Oct 22""",39,"Kerala Gramin Bank",7.72,7.647432,0.051724,0.008492,0.012352
"740","""Oct 22""",40,"Andhra Pradesh Grameena Vikas Bank",7.59,7.0587,0.201894,0.229218,0.100188
"741","""Oct 22""",41,"Dbs Bank India Limited",6.82,6.64268,0.093434,0.066154,0.01705
"742","""Oct 22""",42,"Maharashtra Gramin Bank",7.43,6.461128,0.326177,0.529016,0.113679
"743","""Oct 22""",43,"Esaf Small Finance Bank Ltd.",6.42,6.364146,0.014124,0.037236,0.004494
"744","""Oct 22""",44,"Saraswat Bank",6.2,6.1535,0.0124,0.031,0.0031
"745","""Oct 22""",45,"Rajasthan Marudhara Gramin Bank",6.42,5.736912,0.025038,0.541206,0.116844
"746","""Oct 22""",46,"Rbl Bank",5.95,5.83933,0.079135,0.02737,0.004165
"747","""Oct 22""",47,"Baroda Up Gramin Bank",5.63,5.229144,0.132868,0.235897,0.032654
"748","""Oct 22""",48,"Andhra Pragathi Grameena Bank",5.56,4.991768,0.090072,0.393648,0.084512
"749","""Oct 22""",49,"Sarva Haryana Gramin Bank",5.15,4.35175,0.02163,0.76735,0.00721
"750","""Oct 22""",50,"Baroda Rajasthan Kshetriya Gramin Bank",4.6,4.17128,0.0943,0.2967,0.03772
"751","""Nov 22""",1,"Paytm Payments Bank",1617.99,1612.003437,4.368573,1.294392,0.323598
"752","""Nov 22""",2,"Yes Bank Ltd",1261.66,1260.019842,1.513992,0.126166,0
"753","""Nov 22""",3,"State Bank Of India",877.76,869.596832,1.931072,5.529888,0.702208
"754","""Nov 22""",4,"Axis Bank Ltd",541.43,540.455426,0.595573,0.216572,0.162429
"755","""Nov 22""",5,"Icici Bank",493.34,489.88662,1.776024,1.381352,0.345338
"756","""Nov 22""",6,"Hdfc Bank Ltd",361.21,358.392562,2.383986,0.288968,0.144484
"757","""Nov 22""",7,"Bank Of Baroda",233.63,232.672117,0.607438,0.23363,0.116815
"758","""Nov 22""",8,"Union Bank Of India",226.28,224.80918,0.633584,0.656212,0.181024
"759","""Nov 22""",9,"Canara Bank",173.68,171.283216,0.746824,1.250496,0.416832
"760","""Nov 22""",10,"Federal Bank",166.71,165.409662,0.566814,0.683511,0.050013
"761","""Nov 22""",11,"Punjab National Bank",163.42,158.304954,0.947836,3.006928,1.160282
"762","""Nov 22""",12,"Kotak Mahindra Bank",150.77,149.337685,0.889543,0.407079,0.135693
"763","""Nov 22""",13,"Bank Of India",129.98,128.836176,0.32495,0.6499,0.168974
"764","""Nov 22""",14,"Indian Bank",94.58,93.341002,0.312114,0.775556,0.151328
"765","""Nov 22""",15,"Airtel Payments Bank",84.21,79.847922,0.362103,2.837877,1.153677
"766","""Nov 22""",16,"Indusind Bank",62.72,62.03008,0.288512,0.225792,0.175616
"767","""Nov 22""",17,"Central Bank Of India",60.87,58.763898,0.383481,1.144356,0.578265
"768","""Nov 22""",18,"India Post Payment Bank",56.87,54.851115,0.415151,1.489994,0.11374
"769","""Nov 22""",19,"Indian Overseas Bank",50.3,49.75676,0.14084,0.29677,0.10563
"770","""Nov 22""",20,"Idbi Bank Limited",48.77,47.862878,0.229219,0.580363,0.09754
"771","""Nov 22""",21,"Uco Bank",44.71,43.507301,0.304028,0.697476,0.201195
"772","""Nov 22""",22,"Bank Of Maharashtra",38.54,37.776908,0.119474,0.581954,0.061664
"773","""Nov 22""",23,"Idfc First Bank",37.91,34.721769,0.542113,2.456568,0.18955
"774","""Nov 22""",24,"Karnataka Bank",29.87,27.934424,0.191168,1.466617,0.280778
"775","""Nov 22""",25,"Karur Vysya Bank",24.8,24.44288,0.13144,0.20336,0.02232
"776","""Nov 22""",26,"South Indian Bank",21.4,21.23094,0.1391,0.02782,0.00214
"777","""Nov 22""",27,"Bandhan Bank",20.13,19.393242,0.074481,0.626043,0.036234
"778","""Nov 22""",28,"Fino Payments Bank",19.4,18.62206,0.40352,0.28712,0.0873
"779","""Nov 22""",29,"Au Small Finance Bank",15.63,15.250191,0.323541,0.032823,0.023445
"780","""Nov 22""",30,"City Union Bank",12.88,12.679072,0.10948,0.081144,0.010304
"781","""Nov 22""",31,"Tamilnad Mercantile Bank",11.78,11.635106,0.030628,0.095418,0.018848
"782","""Nov 22""",32,"Citibank",11.3,11.25706,0,0.00904,0.0339
"783","""Nov 22""",33,"Ujjivan Small Finance Bank",11.14,10.67212,0.032306,0.403268,0.032306
"784","""Nov 22""",34,"Equitas Small Finance Bank",10.67,10.418188,0.200596,0.049082,0.002134
"785","""Nov 22""",35,"Punjab And Sind Bank",8.84,8.687068,0.019448,0.10608,0.027404
"786","""Nov 22""",36,"Pragathi Krishna Gramin Bank",8.58,8.506212,0.036894,0.01716,0.019734
"787","""Nov 22""",37,"Kerala Gramin Bank",8.36,8.275564,0.059356,0.009196,0.015048
"788","""Nov 22""",38,"Jammu And Kashmir Bank",8.27,7.902812,0.050447,0.295239,0.020675
"789","""Nov 22""",39,"Andhra Pradesh Grameena Vikas Bank",7.64,7.522344,0.019864,0.067996,0.029796
"790","""Nov 22""",40,"Dbs Bank India Limited",6.87,6.767637,0.096867,0.004122,0.001374
"791","""Nov 22""",41,"Maharashtra Gramin Bank",6.62,6.028172,0.302534,0.239644,0.050312
"792","""Nov 22""",42,"Esaf Small Finance Bank Ltd.",6.56,6.49768,0.015744,0.040016,0.007216
"793","""Nov 22""",43,"Rbl Bank",6,5.8176,0.093,0.0678,0.0216
"794","""Nov 22""",44,"Rajasthan Marudhara Gramin Bank",5.97,5.679858,0.026865,0.208353,0.054924
"795","""Nov 22""",45,"Saraswat Bank",5.87,5.821866,0.012914,0.031698,0.003522
"796","""Nov 22""",46,"Baroda Up Gramin Bank",5.41,5.061596,0.131463,0.182317,0.034624
"797","""Nov 22""",47,"Andhra Pragathi Grameena Bank",5.39,5.091394,0.083545,0.192962,0.022099
"798","""Nov 22""",48,"Sarva Haryana Gramin Bank",4.67,4.201132,0.090131,0.370798,0.007472
"799","""Nov 22""",49,"Baroda Rajasthan Kshetriya Gramin Bank",4.21,3.908985,0.098514,0.182293,0.020208
"800","""Nov 22""",50,"Karnataka Vikas Grameena Bank",3.83,3.681779,0.045577,0.093069,0.009575
"801","""Dec 22""",1,"Paytm Payments Bank",1726.94,1721.931874,3.799268,1.036164,0.345388
"802","""Dec 22""",2,"Yes Bank Ltd",1309.96,1307.602072,0.785976,1.440956,0.130996
"803","""Dec 22""",3,"State Bank Of India",938.15,918.63648,1.970115,16.042365,1.50104
"804","""Dec 22""",4,"Axis Bank Ltd",562.51,561.216227,0.675012,0.281255,0.337506
"805","""Dec 22""",5,"Icici Bank",543.27,537.185376,2.064426,3.857217,0.217308
"806","""Dec 22""",6,"Hdfc Bank Ltd",384.38,379.459936,2.344718,1.960338,0.653446
"807","""Dec 22""",7,"Bank Of Baroda",249.01,235.438955,0.946238,11.429559,1.195248
"808","""Dec 22""",8,"Union Bank Of India",242.13,239.611848,0.653751,1.404354,0.460047
"809","""Dec 22""",9,"Canara Bank",185.71,184.242891,0.798553,0.445704,0.222852
"810","""Dec 22""",10,"Federal Bank",175.68,175.135392,0.509472,0.035136,0
"811","""Dec 22""",11,"Punjab National Bank",174.36,171.343572,1.447188,1.237956,0.331284
"812","""Dec 22""",12,"Kotak Mahindra Bank",157.66,153.891926,0.804066,2.569858,0.39415
"813","""Dec 22""",13,"Bank Of India",137.98,137.414282,0.34495,0.151778,0.06899
"814","""Dec 22""",14,"Indian Bank",101.77,100.670884,0.274779,0.580089,0.234071
"815","""Dec 22""",15,"Airtel Payments Bank",93.38,92.250102,0.494914,0.345506,0.28014
"816","""Dec 22""",16,"Indusind Bank",66.04,65.108836,0.283972,0.52832,0.112268
"817","""Dec 22""",17,"Central Bank Of India",65.03,63.761915,0.383677,0.507234,0.370671
"818","""Dec 22""",18,"India Post Payment Bank",64.48,56.349072,1.238016,6.448,0.393328
"819","""Dec 22""",19,"Indian Overseas Bank",53.54,51.992694,0.123142,1.049384,0.37478
"820","""Dec 22""",20,"Idbi Bank Limited",51.55,50.854075,0.211355,0.335075,0.149495
"821","""Dec 22""",21,"Uco Bank",47.42,46.775088,0.322456,0.279778,0.042678
"822","""Dec 22""",22,"Idfc First Bank",42.48,41.0994,0.590472,0.688176,0.1062
"823","""Dec 22""",23,"Bank Of Maharashtra",40.68,39.512484,0.12204,0.825804,0.215604
"824","""Dec 22""",24,"Karnataka Bank",32.03,31.495099,0.25624,0.262646,0.019218
"825","""Dec 22""",25,"Karur Vysya Bank",26.4,26.01984,0.132,0.22176,0.0264
"826","""Dec 22""",26,"South Indian Bank",22.97,22.669093,0.149305,0.142414,0.009188
"827","""Dec 22""",27,"Bandhan Bank",21.26,20.668972,0.078662,0.484728,0.025512
"828","""Dec 22""",28,"Fino Payments Bank",20.73,20.095662,0.439476,0.14511,0.049752
"829","""Dec 22""",29,"Au Small Finance Bank",16.42,16.062044,0.243016,0.095236,0.019704
"830","""Dec 22""",30,"Citibank",12.51,12.19725,0,0.007506,0.017514
"831","""Dec 22""",31,"City Union Bank",13.7,13.50409,0.09727,0.08357,0.0137
"832","""Dec 22""",32,"Tamilnad Mercantile Bank",12.84,12.783504,0.033384,0.020544,0.002568
"833","""Dec 22""",33,"Ujjivan Small Finance Bank",12.02,11.331254,0.034858,0.581768,0.07212
"834","""Dec 22""",34,"Equitas Small Finance Bank",11.67,11.359578,0.213561,0.084024,0.012837
"835","""Dec 22""",35,"Punjab And Sind Bank",9.67,9.14782,0.020307,0.468995,0.032878
"836","""Dec 22""",36,"Pragathi Krishna Gramin Bank",9.1,8.92346,0.04004,0.08645,0.05005
"837","""Dec 22""",37,"Kerala Gramin Bank",8.99,8.844362,0.068324,0.044051,0.033263
"838","""Dec 22""",38,"Jammu And Kashmir Bank",8.83,8.564217,0.052097,0.195143,0.018543
"839","""Dec 22""",39,"Andhra Pradesh Grameena Vikas Bank",8.72,8.498512,0.028776,0.157832,0.034008
"840","""Dec 22""",40,"Dbs Bank India Limited",8.49,8.066349,0.113766,0.295452,0.014433
"841","""Dec 22""",41,"Esaf Small Finance Bank Ltd.",7.11,6.987708,0.016353,0.100251,0.006399
"842","""Dec 22""",42,"Maharashtra Gramin Bank",7.11,6.902388,0.054036,0.12798,0.025596
"843","""Dec 22""",43,"Rajasthan Marudhara Gramin Bank",6.52,6.2592,0.020212,0.20864,0.031948
"844","""Dec 22""",44,"Rbl Bank",6.32,6.017904,0.08848,0.156736,0.05688
"845","""Dec 22""",45,"Saraswat Bank",6.23,6.178914,0.014329,0.027412,0.009345
"846","""Dec 22""",46,"Andhra Pragathi Grameena Bank",5.94,5.569344,0.058806,0.295218,0.016632
"847","""Dec 22""",47,"Baroda Up Gramin Bank",5.87,5.508408,0.140293,0.200754,0.020545
"848","""Dec 22""",48,"Sarva Haryana Gramin Bank",5.01,4.640262,0.024549,0.331161,0.014529
